AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Southwest Airlines Co.,2023-04-16,33.0,1103,"Bellingham, WA",0.0,8.0,0.0,3.0,0.0,22.0
Spirit Air Lines,2023-04-16,83.0,1900,"Aguadilla, PR",0.0,0.0,0.0,24.0,0.0,59.0
SkyWest Airlines Inc.,2023-04-16,0.0,4733,"Springfield, MO",0.0,85.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-16,-26.0,4323,"Butte, MT",0.0,22.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-04-16,-7.0,1363,"Madison, WI",0.0,403.0,0.0,0.0,0.0,0.0
Envoy Air,2023-04-16,-9.0,3849,"Scranton/Wilkes-Barre, PA",0.0,0.0,7.0,0.0,0.0,16.0
United Air Lines Inc.,2023-04-17,-9.0,2022,"San Juan, PR",0.0,0.0,0.0,4.0,0.0,16.0
Allegiant Air,2023-04-17,-26.0,1017,"St. Petersburg, FL",0.0,0.0,0.0,0.0,0.0,75.0
Southwest Airlines Co.,2023-04-17,24.0,406,"Grand Rapids, MI",0.0,0.0,0.0,24.0,0.0,0.0
Envoy Air,2023-04-17,-27.0,3889,"Indianapolis, IN",0.0,0.0,0.0,4.0,0.0,15.0
Allegiant Air,2023-04-17,3.0,918,"Portsmouth, NH",0.0,8.0,0.0,0.0,0.0,13.0
SkyWest Airlines Inc.,2023-04-17,4.0,3558,"Madison, WI",0.0,0.0,16.0,0.0,0.0,0.0
Envoy Air,2023-04-17,-2.0,3912,"Santa Barbara, CA",0.0,0.0,77.0,0.0,0.0,0.0
Allegiant Air,2023-04-17,9.0,2740,"Greensboro/High Point, NC",0.0,7.0,0.0,0.0,0.0,50.0
Delta Air Lines Inc.,2023-04-18,-24.0,2147,"Rochester, NY",0.0,0.0,0.0,28.0,0.0,0.0
American Airlines Inc.,2023-04-18,-11.0,1085,"Greensboro/High Point, NC",0.0,16.0,0.0,7.0,0.0,0.0
United Air Lines Inc.,2023-04-18,4.0,1904,"Columbus, OH",0.0,0.0,0.0,19.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-18,-10.0,3143,"Lawton/Fort Sill, OK",0.0,0.0,17.0,0.0,0.0,0.0
JetBlue Airways,2023-04-18,4.0,808,"Charlotte Amalie, VI",0.0,116.0,0.0,0.0,0.0,178.0
Southwest Airlines Co.,2023-04-19,71.0,397,"Kahului, HI",0.0,0.0,0.0,0.0,0.0,71.0
Allegiant Air,2023-04-19,-23.0,1015,"Rockford, IL",0.0,0.0,0.0,0.0,0.0,33.0
SkyWest Airlines Inc.,2023-04-19,14.0,5523,"Portland, ME",0.0,0.0,0.0,0.0,0.0,77.0
Delta Air Lines Inc.,2023-04-19,-3.0,1628,"Harlingen/San Benito, TX",0.0,22.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-20,-26.0,3662,"Missoula, MT",0.0,33.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-04-20,41.0,2232,"Omaha, NE",0.0,0.0,28.0,13.0,0.0,0.0
Spirit Air Lines,2023-04-20,189.0,889,"Columbus, OH",0.0,0.0,0.0,189.0,0.0,0.0
Allegiant Air,2023-04-20,-21.0,2323,"Sioux Falls, SD",0.0,0.0,0.0,5.0,0.0,54.0
SkyWest Airlines Inc.,2023-04-20,-14.0,3563,"Traverse City, MI",0.0,0.0,81.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-04-20,-7.0,4956,"Dayton, OH",0.0,121.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-21,-10.0,3681,"Newark, NJ",0.0,0.0,106.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-21,8.0,4642,"Bismarck/Mandan, ND",0.0,43.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-04-21,6.0,1881,"Baltimore, MD",0.0,0.0,0.0,53.0,0.0,78.0
Southwest Airlines Co.,2023-04-21,15.0,897,"Bozeman, MT",0.0,2.0,0.0,0.0,0.0,13.0
Envoy Air,2023-04-21,89.0,3651,"Kansas City, MO",0.0,85.0,0.0,4.0,0.0,0.0
Delta Air Lines Inc.,2023-04-21,-13.0,2803,"Valparaiso, FL",0.0,123.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-04-22,-6.0,2720,"Oklahoma City, OK",0.0,0.0,29.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-22,-21.0,4039,"Appleton, WI",0.0,0.0,41.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-22,-9.0,5059,"Decatur, IL",0.0,0.0,0.0,0.0,0.0,59.0
Republic Airline,2023-04-22,30.0,3669,"Austin, TX",1.0,17.0,0.0,5.0,0.0,8.0
Alaska Airlines Inc.,2023-04-22,10.0,455,"Fort Myers, FL",0.0,32.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-04-23,-16.0,1196,"Atlanta, GA",0.0,2.0,0.0,0.0,0.0,20.0
Spirit Air Lines,2023-04-23,2.0,1304,"Atlanta, GA",0.0,0.0,0.0,56.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-23,-15.0,3835,"Fargo, ND",0.0,62.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-04-23,7.0,2165,"Raleigh/Durham, NC",0.0,33.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-04-23,33.0,1242,"Charleston, SC",0.0,2.0,0.0,0.0,0.0,31.0
Delta Air Lines Inc.,2023-04-23,251.0,2208,"Madison, WI",0.0,251.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-04-23,-27.0,762,"Boise, ID",0.0,2.0,0.0,0.0,0.0,55.0
Southwest Airlines Co.,2023-04-23,19.0,154,"Little Rock, AR",0.0,0.0,0.0,0.0,0.0,19.0
Spirit Air Lines,2023-04-23,61.0,225,"Phoenix, AZ",0.0,14.0,0.0,47.0,0.0,0.0
Allegiant Air,2023-04-23,210.0,1048,"Toledo, OH",0.0,2.0,0.0,0.0,0.0,208.0
PSA Airlines Inc.,2023-04-23,-18.0,5340,"Fort Myers, FL",0.0,,,,,
Spirit Air Lines,2023-04-24,-17.0,1005,"Philadelphia, PA",0.0,0.0,31.0,51.0,0.0,0.0
Hawaiian Airlines Inc.,2023-04-24,-27.0,46,"Kahului, HI",0.0,238.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-04-24,-2.0,5528,"Kansas City, MO",0.0,0.0,0.0,42.0,0.0,12.0
SkyWest Airlines Inc.,2023-04-24,20.0,5997,"Palm Springs, CA",0.0,20.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-24,43.0,3401,"Santa Rosa, CA",0.0,0.0,0.0,0.0,0.0,43.0
Allegiant Air,2023-04-24,-24.0,273,"Bellingham, WA",0.0,47.0,0.0,1.0,0.0,58.0
SkyWest Airlines Inc.,2023-04-24,-13.0,3633,"Sun Valley/Hailey/Ketchum, ID",0.0,0.0,17.0,0.0,0.0,0.0
American Airlines Inc.,2023-04-25,49.0,1208,"Burbank, CA",0.0,0.0,0.0,0.0,0.0,49.0
SkyWest Airlines Inc.,2023-04-25,-12.0,4749,"St. Louis, MO",0.0,0.0,16.0,0.0,0.0,0.0
Envoy Air,2023-04-25,-5.0,3417,"Savannah, GA",0.0,0.0,0.0,27.0,0.0,0.0
Endeavor Air Inc.,2023-04-25,-25.0,5027,"Bristol/Johnson City/Kingsport, TN",0.0,,,,,
American Airlines Inc.,2023-04-25,-17.0,1945,"Kahului, HI",0.0,0.0,0.0,0.0,0.0,47.0
Envoy Air,2023-04-25,-14.0,3806,"Albuquerque, NM",0.0,0.0,0.0,21.0,0.0,0.0
Envoy Air,2023-04-25,-24.0,3387,"Ontario, CA",0.0,,,,,
United Air Lines Inc.,2023-04-26,9.0,1419,"Cleveland, OH",0.0,185.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-04-26,13.0,249,"Charlotte, NC",0.0,0.0,0.0,19.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-26,-9.0,4772,"Pasco/Kennewick/Richland, WA",0.0,21.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-04-26,13.0,1035,"Pasco/Kennewick/Richland, WA",0.0,35.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-04-27,4.0,2215,"Providence, RI",0.0,0.0,14.0,4.0,0.0,0.0
Delta Air Lines Inc.,2023-04-27,-4.0,2358,"Melbourne, FL",0.0,0.0,0.0,2.0,0.0,18.0
SkyWest Airlines Inc.,2023-04-28,-19.0,5637,"Harrisburg, PA",0.0,145.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-04-28,-15.0,5532,"Columbus, GA",0.0,0.0,0.0,0.0,0.0,37.0
United Air Lines Inc.,2023-04-29,-21.0,521,"Boise, ID",0.0,0.0,0.0,18.0,0.0,0.0
American Airlines Inc.,2023-04-29,286.0,2213,"Hartford, CT",0.0,228.0,0.0,0.0,0.0,58.0
SkyWest Airlines Inc.,2023-04-29,-11.0,4236,"Alpena, MI",0.0,39.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-29,-25.0,3598,"Lafayette, LA",0.0,36.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-29,-14.0,4991,"Yuma, AZ",0.0,0.0,0.0,0.0,0.0,28.0
SkyWest Airlines Inc.,2023-04-30,5.0,4662,"Columbia, SC",0.0,0.0,0.0,28.0,0.0,0.0
Allegiant Air,2023-04-30,-12.0,642,"Cedar Rapids/Iowa City, IA",0.0,0.0,95.0,87.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-30,-21.0,4289,"Cedar City, UT",0.0,95.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-04-30,-20.0,1499,"Austin, TX",0.0,37.0,0.0,1.0,0.0,0.0
Endeavor Air Inc.,2023-04-30,-23.0,5001,"Duluth, MN",0.0,232.0,0.0,0.0,0.0,0.0
Envoy Air,2023-04-30,-7.0,3378,"Yuma, AZ",0.0,17.0,0.0,0.0,0.0,11.0
American Airlines Inc.,2023-05-01,-33.0,2880,"Sioux Falls, SD",0.0,9.0,0.0,5.0,0.0,543.0
Alaska Airlines Inc.,2023-05-01,-37.0,289,"Newark, NJ",0.0,0.0,0.0,0.0,0.0,28.0
PSA Airlines Inc.,2023-05-01,20.0,5653,"Myrtle Beach, SC",0.0,0.0,0.0,19.0,0.0,1.0
Allegiant Air,2023-05-01,-13.0,890,"Lexington, KY",0.0,0.0,62.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-01,-33.0,2867,"Omaha, NE",0.0,228.0,0.0,8.0,0.0,0.0
Allegiant Air,2023-05-01,-20.0,992,"Dayton, OH",0.0,24.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-05-01,4.0,78,"Rapid City, SD",0.0,45.0,0.0,14.0,0.0,0.0
Republic Airline,2023-05-02,-20.0,4549,"Louisville, KY",0.0,0.0,0.0,53.0,0.0,0.0
Alaska Airlines Inc.,2023-05-02,-19.0,1322,"Santa Rosa, CA",0.0,0.0,0.0,7.0,0.0,40.0
SkyWest Airlines Inc.,2023-05-02,-2.0,3461,"Helena, MT",0.0,61.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-02,-15.0,5086,"Fayetteville, NC",0.0,8.0,0.0,23.0,0.0,9.0
Envoy Air,2023-05-02,-10.0,3845,"Tampa, FL",0.0,0.0,0.0,0.0,0.0,106.0
Delta Air Lines Inc.,2023-05-02,13.0,2967,"Myrtle Beach, SC",0.0,0.0,0.0,29.0,0.0,103.0
SkyWest Airlines Inc.,2023-05-02,6.0,4666,"El Paso, TX",0.0,266.0,0.0,0.0,0.0,0.0
Envoy Air,2023-05-02,-10.0,3870,"Missoula, MT",0.0,0.0,0.0,63.0,0.0,0.0
United Air Lines Inc.,2023-05-03,-13.0,1251,"Phoenix, AZ",0.0,0.0,0.0,42.0,0.0,0.0
American Airlines Inc.,2023-05-03,4.0,216,"Louisville, KY",0.0,15.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-03,-5.0,4981,"Phoenix, AZ",0.0,0.0,0.0,20.0,0.0,0.0
PSA Airlines Inc.,2023-05-03,-11.0,5534,"Tallahassee, FL",0.0,130.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-03,-18.0,5572,"Cincinnati, OH",0.0,56.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-05-03,-14.0,1719,"Rochester, NY",0.0,0.0,0.0,0.0,0.0,220.0
United Air Lines Inc.,2023-05-04,18.0,2239,"Miami, FL",0.0,0.0,0.0,18.0,0.0,0.0
Southwest Airlines Co.,2023-05-04,-17.0,1076,"Harlingen/San Benito, TX",0.0,0.0,0.0,0.0,0.0,58.0
SkyWest Airlines Inc.,2023-05-04,-21.0,5051,"Dodge City, KS",0.0,37.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-04,71.0,5505,"Aspen, CO",0.0,0.0,0.0,0.0,0.0,71.0
SkyWest Airlines Inc.,2023-05-04,3.0,3020,"Flagstaff, AZ",0.0,0.0,0.0,0.0,0.0,96.0
Envoy Air,2023-05-04,1.0,4144,"Santa Rosa, CA",0.0,0.0,149.0,5.0,0.0,0.0
PSA Airlines Inc.,2023-05-04,6.0,5587,"Montgomery, AL",0.0,0.0,0.0,20.0,0.0,0.0
Southwest Airlines Co.,2023-05-05,-21.0,168,"Atlanta, GA",0.0,18.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-05-05,-7.0,1535,"Cleveland, OH",0.0,75.0,0.0,0.0,0.0,0.0
Republic Airline,2023-05-05,-12.0,4366,"New Orleans, LA",0.0,0.0,0.0,21.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-05,49.0,4787,"Eagle, CO",0.0,0.0,49.0,0.0,0.0,0.0
United Air Lines Inc.,2023-05-05,-20.0,1780,"Mission/McAllen/Edinburg, TX",0.0,58.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-05,-22.0,4917,"Evansville, IN",0.0,,,,,
JetBlue Airways,2023-05-06,596.0,400,"New Orleans, LA",0.0,437.0,0.0,0.0,0.0,159.0
Envoy Air,2023-05-06,-16.0,3992,"Fayetteville, AR",0.0,87.0,0.0,0.0,0.0,0.0
Republic Airline,2023-05-06,-15.0,4326,"Atlanta, GA",0.0,0.0,0.0,0.0,0.0,16.0
Frontier Airlines Inc.,2023-05-06,28.0,431,"Little Rock, AR",0.0,2.0,0.0,13.0,0.0,13.0
Allegiant Air,2023-05-06,-17.0,872,"Rochester, NY",0.0,36.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-05-07,-11.0,5436,"Greensboro/High Point, NC",0.0,0.0,1.0,0.0,0.0,62.0
SkyWest Airlines Inc.,2023-05-07,282.0,3657,"Shreveport, LA",0.0,282.0,0.0,0.0,0.0,0.0
Envoy Air,2023-05-07,13.0,3506,"Evansville, IN",0.0,0.0,4.0,18.0,0.0,0.0
Envoy Air,2023-05-07,-11.0,3463,"Augusta, GA",0.0,4.0,0.0,2.0,0.0,61.0
Allegiant Air,2023-05-07,-7.0,1272,"Ashland, WV",0.0,0.0,56.0,0.0,0.0,19.0
Envoy Air,2023-05-07,-13.0,3313,"College Station/Bryan, TX",0.0,0.0,0.0,31.0,0.0,103.0
SkyWest Airlines Inc.,2023-05-07,2.0,5054,"North Platte, NE",0.0,17.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-05-07,54.0,1006,"Portland, OR",0.0,0.0,0.0,0.0,0.0,54.0
Delta Air Lines Inc.,2023-05-08,67.0,1312,"Seattle, WA",0.0,10.0,0.0,0.0,0.0,57.0
Alaska Airlines Inc.,2023-05-08,-1.0,545,"Omaha, NE",0.0,104.0,0.0,20.0,0.0,0.0
Alaska Airlines Inc.,2023-05-08,11.0,869,"San Jose, CA",0.0,0.0,0.0,23.0,0.0,0.0
Envoy Air,2023-05-08,7.0,4068,"Myrtle Beach, SC",0.0,0.0,0.0,70.0,0.0,46.0
United Air Lines Inc.,2023-05-08,-23.0,216,"Buffalo, NY",0.0,0.0,0.0,34.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-08,-6.0,3099,"Durango, CO",0.0,37.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-08,23.0,5480,"San Antonio, TX",0.0,23.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-08,-23.0,5181,"Joplin, MO",0.0,17.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-08,-15.0,5461,"Green Bay, WI",0.0,,,,,
Envoy Air,2023-05-08,-6.0,3537,"Minneapolis, MN",0.0,20.0,0.0,3.0,0.0,233.0
Allegiant Air,2023-05-08,1.0,411,"Jacksonville, FL",0.0,0.0,0.0,0.0,0.0,34.0
Envoy Air,2023-05-08,29.0,3870,"Cleveland, OH",0.0,10.0,0.0,19.0,0.0,0.0
American Airlines Inc.,2023-05-09,114.0,2503,"Tampa, FL",0.0,3.0,0.0,32.0,0.0,79.0
Southwest Airlines Co.,2023-05-09,-17.0,2867,"Jackson/Vicksburg, MS",0.0,0.0,0.0,0.0,0.0,17.0
Spirit Air Lines,2023-05-09,-11.0,3829,"Baltimore, MD",0.0,0.0,0.0,0.0,0.0,69.0
United Air Lines Inc.,2023-05-09,1.0,2240,"Kalispell, MT",0.0,52.0,0.0,11.0,0.0,8.0
Alaska Airlines Inc.,2023-05-09,-23.0,934,"Eugene, OR",0.0,0.0,0.0,10.0,0.0,16.0
SkyWest Airlines Inc.,2023-05-09,16.0,4892,"Killeen, TX",0.0,16.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-05-10,-19.0,354,"Albuquerque, NM",0.0,0.0,0.0,15.0,0.0,6.0
Alaska Airlines Inc.,2023-05-10,2.0,1173,"Santa Ana, CA",0.0,230.0,0.0,0.0,0.0,0.0
Envoy Air,2023-05-10,-3.0,3362,"Newark, NJ",0.0,20.0,0.0,0.0,0.0,10.0
PSA Airlines Inc.,2023-05-10,-29.0,5405,"New Bern/Morehead/Beaufort, NC",0.0,,,,,
Spirit Air Lines,2023-05-11,-16.0,1810,"Fort Lauderdale, FL",0.0,28.0,0.0,72.0,0.0,0.0
United Air Lines Inc.,2023-05-11,-21.0,2339,"Las Vegas, NV",0.0,174.0,0.0,5.0,0.0,56.0
Southwest Airlines Co.,2023-05-11,2.0,429,"Boise, ID",0.0,0.0,0.0,0.0,0.0,26.0
SkyWest Airlines Inc.,2023-05-11,-4.0,3503,"Milwaukee, WI",0.0,29.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-11,-36.0,1653,"Columbia, SC",0.0,0.0,42.0,0.0,0.0,0.0
Envoy Air,2023-05-11,-17.0,3935,"Rochester, MN",0.0,150.0,0.0,16.0,0.0,0.0
JetBlue Airways,2023-05-11,-10.0,707,"Seattle, WA",0.0,27.0,0.0,11.0,0.0,0.0
JetBlue Airways,2023-05-11,-22.0,1746,"Charlotte, NC",0.0,19.0,0.0,0.0,0.0,139.0
Allegiant Air,2023-05-11,-16.0,1118,"Melbourne, FL",0.0,0.0,0.0,36.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-12,-6.0,3189,"Alexandria, LA",0.0,263.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-12,-14.0,2574,"Jackson/Vicksburg, MS",0.0,0.0,0.0,20.0,0.0,0.0
Delta Air Lines Inc.,2023-05-12,16.0,2418,"Savannah, GA",0.0,0.0,0.0,0.0,0.0,16.0
SkyWest Airlines Inc.,2023-05-12,240.0,4176,"Minot, ND",0.0,240.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-05-12,-6.0,5397,"Jacksonville/Camp Lejeune, NC",0.0,0.0,0.0,16.0,0.0,13.0
SkyWest Airlines Inc.,2023-05-12,3.0,5463,"Roanoke, VA",0.0,0.0,0.0,0.0,0.0,34.0
SkyWest Airlines Inc.,2023-05-12,14.0,3669,"Pittsburgh, PA",0.0,0.0,131.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-12,-8.0,4756,"La Crosse, WI",0.0,,,,,
Delta Air Lines Inc.,2023-05-13,16.0,1763,"San Juan, PR",0.0,16.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-05-13,9.0,5103,"Lexington, KY",0.0,1.0,0.0,48.0,0.0,2.0
SkyWest Airlines Inc.,2023-05-13,-1.0,3436,"Great Falls, MT",0.0,0.0,231.0,0.0,0.0,0.0
JetBlue Airways,2023-05-13,83.0,98,"Denver, CO",0.0,24.0,0.0,0.0,0.0,59.0
SkyWest Airlines Inc.,2023-05-13,-15.0,5016,"Scottsbluff, NE",0.0,15.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-14,-6.0,2394,"Grand Rapids, MI",0.0,67.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-14,12.0,539,"Los Angeles, CA",0.0,14.0,0.0,0.0,0.0,42.0
Southwest Airlines Co.,2023-05-14,-8.0,1708,"San Antonio, TX",0.0,3.0,0.0,24.0,0.0,14.0
American Airlines Inc.,2023-05-14,-20.0,2621,"Milwaukee, WI",0.0,810.0,0.0,33.0,0.0,97.0
Alaska Airlines Inc.,2023-05-14,-7.0,1091,"Ontario, CA",0.0,0.0,0.0,0.0,0.0,33.0
SkyWest Airlines Inc.,2023-05-14,6.0,4306,"West Yellowstone, MT",0.0,,,,,
Allegiant Air,2023-05-15,22.0,328,"Harrisburg, PA",0.0,0.0,0.0,0.0,0.0,22.0
Southwest Airlines Co.,2023-05-15,1.0,1193,"Albany, NY",0.0,0.0,0.0,0.0,0.0,42.0
Delta Air Lines Inc.,2023-05-15,-9.0,1382,"Burlington, VT",0.0,0.0,0.0,21.0,0.0,0.0
Delta Air Lines Inc.,2023-05-15,-25.0,1167,"Grand Forks, ND",0.0,5.0,0.0,0.0,0.0,396.0
Alaska Airlines Inc.,2023-05-15,-15.0,563,"Kansas City, MO",0.0,0.0,0.0,6.0,0.0,33.0
Envoy Air,2023-05-15,-12.0,3477,"Kalispell, MT",0.0,,,,,
Allegiant Air,2023-05-16,-20.0,324,"Fargo, ND",0.0,0.0,0.0,41.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-16,-11.0,3216,"Brownsville, TX",0.0,34.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-16,-13.0,5225,"Greensboro/High Point, NC",0.0,27.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-16,-25.0,3956,"Duluth, MN",0.0,0.0,0.0,0.0,0.0,52.0
Endeavor Air Inc.,2023-05-16,1.0,4875,"Columbus, OH",0.0,0.0,0.0,0.0,0.0,149.0
SkyWest Airlines Inc.,2023-05-17,-16.0,4231,"St. George, UT",0.0,0.0,29.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-17,-16.0,4628,"Rochester, NY",0.0,0.0,0.0,10.0,0.0,72.0
Hawaiian Airlines Inc.,2023-05-17,18.0,81,"Austin, TX",0.0,18.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-17,-16.0,4767,"Mosinee, WI",0.0,0.0,114.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-17,-11.0,3009,"Laredo, TX",0.0,197.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-17,-13.0,4670,"Appleton, WI",0.0,0.0,0.0,65.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-17,10.0,5522,"North Bend/Coos Bay, OR",0.0,219.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-18,-1.0,862,"Fort Lauderdale, FL",0.0,0.0,0.0,21.0,0.0,0.0
United Air Lines Inc.,2023-05-18,5.0,2125,"Nashville, TN",0.0,26.0,0.0,0.0,0.0,19.0
PSA Airlines Inc.,2023-05-18,-12.0,5218,"Philadelphia, PA",0.0,3.0,0.0,14.0,0.0,0.0
Frontier Airlines Inc.,2023-05-18,78.0,2337,"Miami, FL",0.0,1.0,0.0,0.0,0.0,77.0
Frontier Airlines Inc.,2023-05-18,-10.0,4229,"Cincinnati, OH",0.0,10.0,0.0,34.0,0.0,13.0
SkyWest Airlines Inc.,2023-05-18,3.0,4766,"Charleston, SC",0.0,0.0,20.0,0.0,0.0,0.0
Envoy Air,2023-05-18,-3.0,3741,"Louisville, KY",0.0,0.0,0.0,23.0,0.0,2.0
Delta Air Lines Inc.,2023-05-18,-4.0,1077,"Fayetteville, NC",0.0,109.0,0.0,13.0,0.0,0.0
Delta Air Lines Inc.,2023-05-18,-8.0,2810,"Charleston, SC",0.0,0.0,0.0,3.0,0.0,34.0
JetBlue Airways,2023-05-18,33.0,943,"Reno, NV",0.0,0.0,0.0,20.0,0.0,13.0
SkyWest Airlines Inc.,2023-05-18,-24.0,4241,"Sault Ste. Marie, MI",0.0,0.0,126.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-05-18,-18.0,5334,"Worcester, MA",0.0,0.0,0.0,21.0,0.0,181.0
Delta Air Lines Inc.,2023-05-19,-15.0,976,"Denver, CO",0.0,463.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-05-19,-11.0,624,"Santa Ana, CA",0.0,1.0,0.0,17.0,0.0,23.0
American Airlines Inc.,2023-05-19,-5.0,1832,"Denver, CO",1.0,0.0,0.0,0.0,0.0,61.0
Southwest Airlines Co.,2023-05-19,79.0,755,"Amarillo, TX",0.0,1.0,0.0,0.0,0.0,78.0
Republic Airline,2023-05-19,9.0,4713,"Nashville, TN",0.0,3.0,0.0,0.0,0.0,31.0
Endeavor Air Inc.,2023-05-19,-21.0,5439,"Charlottesville, VA",0.0,0.0,0.0,153.0,0.0,0.0
United Air Lines Inc.,2023-05-19,-3.0,646,"El Paso, TX",0.0,228.0,0.0,2.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-19,-35.0,4913,"Gulfport/Biloxi, MS",0.0,0.0,41.0,6.0,0.0,29.0
American Airlines Inc.,2023-05-20,-10.0,2170,"Omaha, NE",0.0,0.0,0.0,5.0,0.0,66.0
Endeavor Air Inc.,2023-05-20,-12.0,4857,"Kalamazoo, MI",0.0,28.0,0.0,5.0,0.0,0.0
American Airlines Inc.,2023-05-20,0.0,2501,"Valparaiso, FL",0.0,0.0,0.0,61.0,0.0,31.0
American Airlines Inc.,2023-05-20,72.0,665,"Lubbock, TX",0.0,72.0,0.0,0.0,0.0,0.0
Republic Airline,2023-05-20,-20.0,4345,"Valparaiso, FL",0.0,,,,,
SkyWest Airlines Inc.,2023-05-21,-16.0,3926,"San Jose, CA",0.0,0.0,0.0,0.0,0.0,23.0
Delta Air Lines Inc.,2023-05-21,47.0,2853,"Jacksonville, FL",0.0,0.0,0.0,4.0,0.0,43.0
JetBlue Airways,2023-05-21,-3.0,794,"Austin, TX",0.0,3.0,0.0,0.0,0.0,46.0
Republic Airline,2023-05-21,1.0,5664,"Hilton Head, SC",0.0,56.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-05-21,-4.0,2592,"Miami, FL",0.0,119.0,0.0,9.0,0.0,241.0
Envoy Air,2023-05-21,-17.0,3869,"Baltimore, MD",0.0,0.0,0.0,0.0,0.0,45.0
Allegiant Air,2023-05-21,20.0,95,"Fayetteville, AR",0.0,0.0,0.0,11.0,0.0,9.0
Frontier Airlines Inc.,2023-05-22,26.0,1622,"Nashville, TN",0.0,5.0,0.0,17.0,0.0,4.0
